DATE,TIME,F_Record,FILENAME,SITENAME,USERID,FAULTCODE,SpCond,F_SpCond,Sal,F_Sal,Depth,F_Depth,DO_pct,F_DO_pct,DO_mgl,F_DO_mgl,FDOMQSU,FDOMRFU,pH,F_pH,pHmV,BATTERY,Temp,F_Temp,Turb,F_Turb,WIPERPOSITIONVOLT,CHLOROPHYLLRFU,ChlFluor,F_ChlFluor
8/1/2025,6:00, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.851,0,35.44,0,1.786,0,71.2,0,4.44,0,14.27,4.73,7.78,0,-66.9,5.79,29.896,0,4.6,0,1.229,0.55,2.24,0
8/1/2025,6:15, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.837,0,35.42,0,1.749,0,75.3,0,4.68,0,14.34,4.75,7.79,0,-67.6,5.79,30.14,0,4.68,0,1.226,0.58,2.39,0
8/1/2025,6:30, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.865,0,35.44,0,1.713,0,74.8,0,4.65,0,14.2,4.71,7.79,0,-67.1,5.79,30.123,0,7.04,0,1.216,0.7,2.88,0
8/1/2025,6:45, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.856,0,35.44,0,1.677,0,74.7,0,4.64,0,14.25,4.72,7.79,0,-67.1,5.8,30.112,0,4.93,0,1.225,0.65,2.64,0
8/1/2025,7:00, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.853,0,35.44,0,1.638,0,72.6,0,4.51,0,14.1,4.67,7.78,0,-66.8,5.79,30.029,0,5.14,0,1.218,0.65,2.67,0
8/1/2025,7:15, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.835,0,35.43,0,1.599,0,73,0,4.55,0,14.13,4.68,7.79,0,-67.2,5.79,29.906,0,5.18,0,1.221,0.57,2.35,0
8/1/2025,7:30, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.854,0,35.45,0,1.565,0,72.5,0,4.53,0,13.86,4.59,7.79,0,-67.2,5.79,29.776,0,5.45,0,1.226,0.59,2.42,0
8/1/2025,7:45, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.877,0,35.47,0,1.532,0,75.3,0,4.71,0,13.17,4.36,7.8,0,-68.1,5.79,29.652,0,4.83,0,1.225,0.62,2.55,0
8/1/2025,8:00, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.88,0,35.47,0,1.507,0,74.1,0,4.65,0,12.93,4.28,7.8,0,-67.8,5.8,29.515,0,4.75,0,1.227,0.55,2.25,0
8/1/2025,8:15, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.895,0,35.5,0,1.482,0,67,0,4.22,0,13.17,4.36,7.78,0,-66.3,5.79,29.16,0,5.16,0,1.222,0.48,1.98,0
8/1/2025,8:30, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.839,0,35.45,0,1.462,0,68.8,0,4.34,0,13.12,4.35,7.78,0,-66.8,5.79,29.197,0,5.14,0,1.223,0.46,1.9,0
8/1/2025,8:45, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.81,0,35.44,0,1.459,0,66.5,0,4.21,0,13.22,4.38,7.77,0,-66.2,5.79,29.016,0,6.04,0,1.23,0.58,2.37,0
8/1/2025,9:00, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,54.023,0,35.6,0,1.465,0,74.3,0,4.71,0,10.43,3.45,7.82,0,-69.1,5.79,28.862,0,6.02,0,1.224,0.63,2.57,0
8/1/2025,9:15, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,54.187,0,35.75,0,1.472,0,78.6,0,5.02,0,8.23,2.72,7.86,0,-71.2,5.79,28.202,0,6.07,0,1.218,0.63,2.58,0
8/1/2025,9:30, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.723,0,35.4,0,1.502,0,83.9,0,5.36,0,10.64,3.52,7.88,0,-72.4,5.78,28.355,0,5.14,0,1.215,0.82,3.35,0
8/1/2025,9:45, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.068,0,34.9,0,1.536,0,85,0,5.41,0,15.18,5.03,7.87,0,-71.9,5.79,28.728,0,5.04,0,1.215,1.12,4.56,0
8/1/2025,10:00, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,52.426,0,34.41,0,1.584,0,84.2,0,5.35,0,19.46,6.45,7.85,0,-71,5.78,29.079,0,5.48,0,1.225,1.28,5.22,0
8/1/2025,10:15, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,51.238,0,33.52,0,1.63,0,81.8,0,5.18,0,26.94,8.94,7.82,0,-69.1,5.78,29.591,0,6.73,0,1.229,1.54,6.28,0
8/1/2025,10:30, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,50.863,0,33.24,0,1.686,0,80.2,0,5.07,0,29.12,9.66,7.8,0,-67.7,5.79,29.784,0,7.19,0,1.216,1.67,6.81,0
8/1/2025,10:45, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,50.571,0,33.02,0,1.748,0,78.8,0,4.98,0,30.8,10.22,7.79,0,-67.4,5.78,29.872,0,7.93,0,1.226,1.54,6.28,0
8/1/2025,11:00, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,50.683,0,33.1,0,1.805,0,78.4,0,4.96,0,30.08,9.98,7.79,0,-67.4,5.79,29.828,0,8.06,0,1.229,1.44,5.86,0
8/1/2025,11:15, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,51.014,0,33.35,0,1.861,0,79.4,0,5.02,0,27.94,9.27,7.81,0,-68.2,5.78,29.747,0,7.35,0,1.215,1.44,5.86,0
8/1/2025,11:30, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,51.535,0,33.74,0,1.926,0,82.8,0,5.23,0,24.51,8.13,7.82,0,-69.1,5.78,29.6,0,6.4,0,1.232,1.34,5.45,0
8/1/2025,11:45, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,51.979,0,34.07,0,1.989,0,82.2,0,5.21,0,21.6,7.16,7.84,0,-70.2,5.79,29.398,0,5.61,0,1.221,1.4,5.69,0
8/1/2025,12:00, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,52.535,0,34.49,0,2.043,0,82.6,0,5.24,0,17.84,5.91,7.85,0,-70.8,5.78,29.114,0,4.94,0,1.222,1.17,4.79,0
8/1/2025,12:15, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,52.923,0,34.78,0,2.1,0,82.5,0,5.24,0,15.23,5.05,7.86,0,-71.4,5.79,28.904,0,4.18,0,1.226,1.09,4.46,0
8/1/2025,12:30, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.162,0,34.97,0,2.148,0,82.3,0,5.24,0,13.65,4.52,7.87,0,-71.9,5.78,28.789,0,4.19,0,1.234,0.98,4.01,0
8/1/2025,12:45, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.471,0,35.2,0,2.196,0,84,0,5.35,0,11.81,3.91,7.87,0,-72,5.78,28.666,0,3.68,0,1.225,0.89,3.62,0
8/1/2025,13:00, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.777,0,35.43,0,2.249,0,78.7,0,5.01,0,9.63,3.19,7.86,0,-71.7,5.79,28.543,0,4.03,0,1.22,0.6,2.47,0
8/1/2025,13:15, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.686,0,35.36,0,2.3,0,74,0,4.71,0,10.43,3.45,7.85,0,-71.1,5.78,28.577,0,3.29,0,1.223,1.01,4.1,0
8/1/2025,13:30, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.51,0,35.23,0,2.344,0,78.1,0,4.97,0,11.57,3.83,7.85,0,-70.6,5.79,28.683,0,3.89,0,1.218,1.12,4.56,0
8/1/2025,13:45, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.32,0,35.08,0,2.376,0,86.3,0,5.49,0,12.67,4.2,7.88,0,-72.6,5.78,28.772,0,4.03,0,1.226,1.34,5.47,0
8/1/2025,14:00, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.22,0,35.01,0,2.408,0,89.2,0,5.67,0,13.23,4.39,7.89,0,-73.1,5.78,28.834,0,3.65,0,1.229,1.35,5.51,0
8/1/2025,14:15, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.14,0,34.95,0,2.432,0,88.7,0,5.63,0,14.07,4.66,7.88,0,-72.8,5.78,28.873,0,4.1,0,1.225,1.5,6.1,0
8/1/2025,14:30, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.228,0,35.01,0,2.448,0,89.1,0,5.67,0,13.31,4.41,7.88,0,-72.8,5.77,28.83,0,4.28,0,1.225,1.75,7.14,0
8/1/2025,14:45, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.471,0,35.2,0,2.457,0,87.8,0,5.58,0,11.81,3.91,7.88,0,-72.7,5.78,28.749,0,4.5,0,1.221,1.59,6.47,0
8/1/2025,15:00, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.495,0,35.21,0,2.454,0,84,0,5.32,0,12.57,4.17,7.86,0,-71.4,5.77,29.01,0,5.42,0,1.219,1.21,4.95,0
8/1/2025,15:15, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.673,0,35.31,0,2.449,0,80.6,0,5.04,0,12.97,4.3,7.82,0,-68.8,5.77,29.706,0,5.18,0,1.22,1.25,5.08,0
8/1/2025,15:30, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.709,0,35.33,0,2.431,0,80.2,0,4.99,0,13.37,4.43,7.8,0,-68.2,5.78,30.037,0,5.72,0,1.229,1.28,5.2,0
8/1/2025,15:45, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.648,0,35.27,0,2.405,0,81.3,0,5.04,0,14.35,4.75,7.8,0,-68.1,5.77,30.294,0,5.45,0,1.227,1.2,4.91,0
8/1/2025,16:00, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.55,0,35.19,0,2.36,0,82.9,0,5.12,0,15.48,5.13,7.8,0,-67.8,5.78,30.548,0,6.13,0,1.215,1.4,5.7,0
8/1/2025,16:15, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.434,0,35.1,0,2.317,0,85.4,0,5.26,0,16.36,5.42,7.8,0,-68.3,5.77,30.723,0,6.07,0,1.217,1.48,6.03,0
8/1/2025,16:30, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.404,0,35.07,0,2.27,0,89,0,5.47,0,16.9,5.6,7.81,0,-68.5,5.78,30.957,0,6.54,0,1.225,1.7,6.94,0
8/1/2025,16:45, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.551,0,35.18,0,2.226,0,89.3,0,5.47,0,16.41,5.44,7.81,0,-68.5,5.78,31.061,0,7.04,0,1.217,1.59,6.47,0
8/1/2025,17:00, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.659,0,35.25,0,2.186,0,89.8,0,5.49,0,16.16,5.36,7.81,0,-68.7,5.77,31.176,0,6.96,0,1.233,1.7,6.93,0
8/1/2025,17:15, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.648,0,35.24,0,2.151,0,90.6,0,5.53,0,16.16,5.35,7.81,0,-68.4,5.78,31.218,0,6.79,0,1.225,1.64,6.67,0
8/1/2025,17:30, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.677,0,35.26,0,2.113,0,88.6,0,5.41,0,16.3,5.4,7.8,0,-67.8,5.77,31.299,0,6.2,0,1.215,1.38,5.62,0
8/1/2025,17:45, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.74,0,35.3,0,2.072,0,84,0,5.12,0,16.41,5.44,7.79,0,-67.2,5.78,31.373,0,5.68,0,1.215,1.12,4.56,0
8/1/2025,18:00, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.428,0,35.08,0,2.03,0,78.5,0,4.8,0,17.22,5.71,7.77,0,-66.1,5.78,31.246,0,4.98,0,1.227,0.74,3.04,0
8/1/2025,18:15, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.547,0,35.16,0,1.986,0,71.1,0,4.34,0,17.02,5.64,7.74,0,-64.5,5.77,31.287,0,5.07,0,1.234,0.6,2.46,0
8/1/2025,18:30, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.75,0,35.31,0,1.947,0,67.9,0,4.14,0,16.82,5.57,7.73,0,-63.7,5.78,31.369,0,4.75,0,1.23,0.85,3.47,0
8/1/2025,18:45, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.809,0,35.35,0,1.908,0,67.9,0,4.13,0,16.81,5.57,7.72,0,-63.2,5.77,31.419,0,4.38,0,1.214,0.66,2.71,0
8/1/2025,19:00, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.36,0,35.03,0,1.868,0,86.6,0,5.3,0,17.2,5.7,7.81,0,-68.5,5.77,31.182,0,5.67,0,1.222,1.11,4.51,0
8/1/2025,19:15, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.309,0,34.99,0,1.829,0,85.9,0,5.26,0,17.64,5.85,7.8,0,-68.3,5.78,31.134,0,4.89,0,1.229,1.25,5.08,0
8/1/2025,19:30, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.303,0,34.98,0,1.796,0,89,0,5.44,0,17.61,5.84,7.81,0,-68.7,5.76,31.245,0,4.44,0,1.219,1.4,5.72,0
8/1/2025,19:45, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.557,0,35.18,0,1.764,0,83.9,0,5.13,0,16.92,5.61,7.8,0,-67.8,5.77,31.181,0,5.65,0,1.217,1.34,5.46,0
8/1/2025,20:00, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.54,0,35.16,0,1.733,0,86.9,0,5.32,0,16.82,5.58,7.8,0,-68.1,5.77,31.131,0,5.41,0,1.229,1.54,6.27,0
8/1/2025,20:15, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.538,0,35.16,0,1.704,0,87.3,0,5.34,0,16.69,5.53,7.8,0,-68.4,5.77,31.145,0,5.67,0,1.231,1.59,6.47,0
8/1/2025,20:30, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.489,0,35.13,0,1.672,0,86.8,0,5.32,0,16.94,5.62,7.8,0,-68.3,5.78,31.034,0,5.79,0,1.232,1.6,6.53,0
8/1/2025,20:45, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.44,0,35.09,0,1.647,0,89.1,0,5.46,0,16.92,5.61,7.81,0,-69,5.76,31.095,0,5.56,0,1.234,1.47,5.99,0
8/1/2025,21:00, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.457,0,35.1,0,1.621,0,87.3,0,5.35,0,16.57,5.49,7.81,0,-69,5.77,31.087,0,5.96,0,1.224,1.39,5.65,0
8/1/2025,21:15, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.53,0,35.16,0,1.608,0,86.7,0,5.31,0,16.42,5.44,7.82,0,-69.2,5.76,31.065,0,6.11,0,1.221,1.3,5.31,0
8/1/2025,21:30, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.603,0,35.21,0,1.593,0,85,0,5.2,0,16,5.3,7.81,0,-68.9,5.76,31.09,0,6.52,0,1.225,1.26,5.12,0
8/1/2025,21:45, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.557,0,35.18,0,1.567,0,85.8,0,5.27,0,15.92,5.28,7.81,0,-68.9,5.77,30.942,0,6.59,0,1.229,1.3,5.29,0
8/1/2025,22:00, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.607,0,35.23,0,1.558,0,86.8,0,5.35,0,14.93,4.95,7.82,0,-69.6,5.76,30.673,0,6.89,0,1.231,1.35,5.51,0
8/1/2025,22:15, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.858,0,35.47,0,1.575,0,92,0,5.8,0,10.69,3.54,7.88,0,-73,5.77,29.209,0,6.76,0,1.227,1.4,5.69,0
8/1/2025,22:30, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,54.138,0,35.71,0,1.595,0,91.9,0,5.89,0,8.16,2.7,7.91,0,-74.2,5.77,28.112,0,5.8,0,1.221,1.31,5.35,0
8/1/2025,22:45, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,54.026,0,35.64,0,1.621,0,92.3,0,5.95,0,8.67,2.87,7.91,0,-74.4,5.77,27.727,0,5.65,0,1.229,1.27,5.16,0
8/1/2025,23:00, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.886,0,35.54,0,1.66,0,92.9,0,6.01,0,9.25,3.06,7.91,0,-74.4,5.77,27.569,0,5.31,0,1.227,1.28,5.23,0
8/1/2025,23:15, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.718,0,35.42,0,1.689,0,92.9,0,6.01,0,10.18,3.37,7.92,0,-74.8,5.75,27.629,0,5.44,0,1.228,1.28,5.23,0
8/1/2025,23:30, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.466,0,35.22,0,1.728,0,92.8,0,5.99,0,12.09,4.01,7.91,0,-74.5,5.76,27.801,0,5.62,0,1.229,1.39,5.65,0
8/1/2025,23:45, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.163,0,34.99,0,1.776,0,92.3,0,5.95,0,13.99,4.64,7.91,0,-74.1,5.75,27.993,0,5.6,0,1.23,1.54,6.26,0
8/2/2025,0:00, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,52.944,0,34.82,0,1.815,0,91.4,0,5.88,0,15.71,5.21,7.9,0,-73.7,5.75,28.149,0,5.39,0,1.222,1.61,6.54,0
8/2/2025,0:15, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,52.971,0,34.85,0,1.868,0,90.8,0,5.84,0,15.33,5.08,7.89,0,-73.5,5.76,28.131,0,5.27,0,1.217,1.57,6.39,0
8/2/2025,0:30, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.013,0,34.88,0,1.92,0,90.1,0,5.8,0,15.15,5.02,7.9,0,-73.6,5.75,28.088,0,5.5,0,1.22,1.57,6.38,0
8/2/2025,0:45, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.148,0,34.98,0,1.971,0,86.6,0,5.58,0,14.09,4.67,7.89,0,-73.3,5.75,27.987,0,4.62,0,1.225,1.29,5.26,0
8/2/2025,1:00, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.321,0,35.11,0,2.022,0,84.1,0,5.43,0,13.03,4.32,7.88,0,-72.4,5.75,27.861,0,3.95,0,1.234,1.03,4.21,0
8/2/2025,1:15, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.494,0,35.24,0,2.064,0,81.2,0,5.25,0,11.82,3.92,7.88,0,-72.4,5.75,27.746,0,3.76,0,1.23,1,4.09,0
8/2/2025,1:30, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.302,0,35.1,0,2.097,0,86.2,0,5.57,0,13.04,4.32,7.89,0,-73.2,5.76,27.841,0,4.6,0,1.215,1.26,5.13,0
8/2/2025,1:45, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.394,0,35.17,0,2.123,0,85.5,0,5.52,0,12.3,4.08,7.89,0,-73.4,5.75,27.807,0,4.3,0,1.219,1.18,4.82,0
8/2/2025,2:00, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.448,0,35.21,0,2.159,0,85.1,0,5.5,0,10.81,3.58,7.89,0,-72.8,5.75,27.779,0,4.7,0,1.224,1.11,4.51,0
8/2/2025,2:15, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.484,0,35.24,0,2.187,0,87.5,0,5.65,0,11.98,3.97,7.9,0,-73.5,5.75,27.756,0,4.21,0,1.228,1.13,4.6,0
8/2/2025,2:30, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.292,0,35.09,0,2.202,0,87.2,0,5.62,0,13.32,4.41,7.89,0,-73.2,5.75,27.88,0,4.43,0,1.228,1.27,5.19,0
8/2/2025,2:45, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.151,0,34.98,0,2.209,0,85,0,5.48,0,14.26,4.72,7.88,0,-72.5,5.76,27.982,0,5.3,0,1.232,1.15,4.67,0
8/2/2025,3:00, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,52.998,0,34.87,0,2.203,0,84.3,0,5.43,0,15.24,5.05,7.88,0,-72.5,5.75,28.054,0,5.22,0,1.225,1.19,4.85,0
8/2/2025,3:15, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.223,0,35.04,0,2.187,0,86.2,0,5.55,0,13.92,4.61,7.88,0,-72.7,5.75,27.999,0,7.34,0,1.217,1.21,4.94,0
8/2/2025,3:30, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.517,0,35.24,0,2.16,0,85.1,0,5.42,0,13.53,4.48,7.87,0,-71.8,5.75,28.563,0,5.96,0,1.218,1.06,4.31,0
8/2/2025,3:45, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.609,0,35.28,0,2.142,0,83.2,0,5.23,0,14.29,4.74,7.84,0,-70.4,5.75,29.35,0,6.15,0,1.224,1.06,4.33,0
8/2/2025,4:00, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.58,0,35.24,0,2.118,0,81.6,0,5.11,0,15.28,5.06,7.83,0,-69.5,5.76,29.724,0,6.45,0,1.215,0.98,4.01,0
8/2/2025,4:15, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.554,0,35.22,0,2.092,0,80.1,0,5,0,15.68,5.2,7.81,0,-68.8,5.75,29.904,0,5.95,0,1.218,0.86,3.5,0
8/2/2025,4:30, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.581,0,35.24,0,2.061,0,79.5,0,4.96,0,15.64,5.18,7.81,0,-68.8,5.76,29.92,0,6.03,0,1.218,0.87,3.56,0
8/2/2025,4:45, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.581,0,35.23,0,2.027,0,78.5,0,4.88,0,16.09,5.33,7.8,0,-68,5.75,30.059,0,6.25,0,1.216,0.85,3.48,0
8/2/2025,5:00, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.566,0,35.22,0,1.989,0,77.1,0,4.79,0,16.54,5.48,7.8,0,-68,5.75,30.196,0,6.49,0,1.223,0.87,3.55,0
8/2/2025,5:15, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.562,0,35.21,0,1.949,0,76.3,0,4.73,0,16.73,5.55,7.79,0,-67.7,5.76,30.288,0,6.02,0,1.224,0.82,3.34,0
8/2/2025,5:30, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.582,0,35.23,0,1.914,0,77.5,0,4.82,0,16.48,5.46,7.8,0,-67.8,5.75,30.117,0,6.2,0,1.217,0.8,3.28,0
8/2/2025,5:45, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.404,0,35.11,0,1.884,0,75.8,0,4.75,0,16.55,5.49,7.8,0,-67.8,5.76,29.698,0,6.05,0,1.22,0.87,3.56,0
8/2/2025,6:00, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.279,0,35.05,0,1.852,0,69.9,0,4.44,0,15.98,5.29,7.8,0,-67.5,5.75,28.771,0,5.63,0,1.225,0.7,2.87,0
8/2/2025,6:15, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.446,0,35.16,0,1.824,0,62.7,0,3.95,0,16.35,5.42,7.76,0,-65.3,5.76,29.344,0,5.64,0,1.228,0.7,2.84,0
8/2/2025,6:30, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.408,0,35.13,0,1.787,0,69.7,0,4.39,0,16.11,5.34,7.78,0,-66.3,5.76,29.425,0,6.22,0,1.224,0.73,2.98,0
8/2/2025,6:45, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.451,0,35.14,0,1.751,0,72.9,0,4.56,0,16.5,5.47,7.78,0,-66.5,5.75,29.829,0,6.14,0,1.221,0.8,3.28,0
8/2/2025,7:00, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.473,0,35.17,0,1.718,0,70,0,4.38,0,16.55,5.49,7.78,0,-66.5,5.76,29.66,0,5.39,0,1.22,0.72,2.93,0
8/2/2025,7:15, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.52,0,35.2,0,1.686,0,73.5,0,4.6,0,16.56,5.49,7.78,0,-66.8,5.75,29.803,0,5.01,0,1.218,0.76,3.12,0
8/2/2025,7:30, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.528,0,35.2,0,1.653,0,72.5,0,4.53,0,16.58,5.5,7.78,0,-66.6,5.76,29.805,0,4.81,0,1.228,0.8,3.27,0
8/2/2025,7:45, ,gtmfmwq_24G103006_072525_050000.bin,Fort Matanzas,GTMNERR,0,53.522,0,35.2,0,1.621,0,74.6,0,4.67,0,16.3,5.4,7.79,0,-67.1,5.76,29.747,0,5,0,1.23,0.91,3.73,0
